,rated,turns,victory_status,winner,increment_code,white_rating,black_rating,moves,opening_eco,opening_name,opening_ply,EstDur,Event,RatingDiff
14134,True,60,resign,black,10+0,1435,1404,e4 e5 Nf3 Nc6 Bb5 Nf6 Bxc6 dxc6 d3 Qd6 O-O Bg4 h3 Bxf3 Qxf3 Qb4 a3 Qc5 c4 Qd4 Nc3 b5 cxb5 cxb5 Be3 Qxd3 Rfd1 Qc2 Qf5 Be7 Qxe5 Qxb2 Qxc7 Rd8 Rxd8+ Bxd8 Qc6+ Nd7 Rd1 O-O Qxd7 h6 Nd5 Qxa3 Nf6+ Bxf6 Rd3 Qa1+ Kh2 Qe5+ g3 Qxe4 f3 Qxf3 Bxa7 Qe2+ Kg1 Rd8 Qxb5 Qxd3,C65,Ruy Lopez: Berlin Defense #2,6,600,Rapid,31
18748,True,162,mate,black,15+15,1715,1668,e4 c5 Nf3 d6 h3 a6 d4 cxd4 Nxd4 Nc6 Nxc6 bxc6 c3 Bb7 Be2 Nf6 Bf3 Rb8 O-O g6 Re1 Bg7 Be3 O-O Bd4 c5 Bxf6 Bxf6 Na3 Bg7 Rb1 Qc8 Nc4 Rd8 Ne3 e6 c4 Bc6 b3 Qb7 Qe2 Qb4 Red1 a5 Rd3 Bd4 Nc2 Qb7 Nxd4 cxd4 Rxd4 e5 Rd2 Qa7 Rbd1 Qe7 Qd3 a4 Qc3 Ra8 Qc2 Ra7 Rd3 Qf6 R1d2 axb3 axb3 Qg5 Qd1 Rda8 Qe2 Qf4 Rxd6 Bb7 g3 Qg5 h4 Qe7 Bg4 Ra1+ Rd1 Qxd6 Rxa1 Rxa1+ Kh2 Bxe4 Qxe4 f5 Bxf5 gxf5 Qxf5 Ra7 Qc8+ Qf8 Qe6+ Rf7 Qg4+ Rg7 Qe6+ Rf7 Qg4+ Kh8 f3 Rxf3 Kh3 Rf1 Qe4 Qf5+ Qxf5 Rxf5 Kg4 Rf8 c5 Rb8 Kf5 Rxb3 Kxe5 Rxg3 c6 Rc3 Kd6 Kg7 c7 Kg6 Kd7 h5 c8=R Rxc8 Kxc8 Kf5 Kd7 Kg4 Ke6 Kxh4 Kf5 Kg3 Kg5 h4 Kh5 h3 Kg5 h2 Kh5 h1=Q+ Kg5 Qf1 Kh5 Qf3+ Kg5 Qf4+ Kh5 Qf5+ Kh6 Kg4 Kg7 Kg5 Kg8 Kh6 Kh8 Qf6+ Kg8 Qg7#,B50,Sicilian Defense,4,1500,Classical,47
4772,True,150,mate,black,10+0,1248,1239,e4 e6 e5 d5 d4 c5 Nf3 a6 c4 Nd7 Be3 f6 exf6 Ngxf6 Ne5 Nxe5 dxe5 Ne4 Qa4+ Bd7 Qc2 d4 Bf4 Bc6 Nd2 Qa5 O-O-O Rd8 Nxe4 d3 Rxd3 Bxe4 Qc3 Qxc3+ Rxc3 Rg8 f3 g5 Bg3 Bf5 Bf2 Bh6 Bxc5 g4+ Be3 Rg5 fxg4 Bxg4 Bxg5 Bxg5+ Kb1 Rd1+ Kc2 Rd2+ Kb3 Bf5 h3 Be4 Rg1 b5 cxb5 Bd5+ Kb4 Rxb2+ Ka5 Rxa2+ Kb6 Bd8+ Kc5 axb5 Bxb5+ Ke7 g4 Ra5 h4 Kf7 h5 Be7+ Kb6 Bd8+ Kc5 Ra8 Bc4 Rc8+ Kd4 Bb7 Bd3 Bb6+ Rc5 Bxc5+ Kc4 Bxg1+ Kb5 Bf3 Bxh7 Bxg4 Be4 Rh8 Kc6 Rxh5 Kd7 Rxe5 Bc2 Rd5+ Kc6 Bf3 Kb7 Rd8+ Kc7 Bh2+ Kxd8 Bc6 Kc8 e5 Kc7 Bg2 Bb3+ Kf6 Kd6 e4+ Kc5 e3 Bd1 Bg1 Kd4 e2+ Kd3 exd1=Q+ Kc3 Be4 Kc4 Ke5 Kc3 Bd4+ Kc4 Qc1+ Kb5 Bd3+ Kb4 Kd5 Ka5 Kc5 Ka4 Kb6 Kb4 Bc5+ Kb3 Bc4+ Ka4 Qa1#,C02,French Defense: Advance Variation |  Nimzowitsch System,7,600,Rapid,9
1803,True,69,mate,white,8+0,1344,1018,g3 e5 Bg2 Bc5 c4 Qf6 e3 Nc6 b3 Nge7 Bb2 O-O f4 b6 h4 Ba6 Qg4 b5 Qxd7 Rad8 Qxc7 Bd6 Bxe5 Bxe5 fxe5 Qe6 Nh3 Rc8 Qd6 Nf5 Qd5 Nxg3 Ng5 Qxe5 Qxe5 Nxe5 Rh3 Nd3+ Kd1 Nb2+ Kc2 Rcd8 Rxg3 Rfe8 Kxb2 bxc4 bxc4 Bxc4 Bc6 Re7 Nc3 Rxd2+ Kc1 Rf2 Nd5 Re5 Nc3 Ref5 Nge4 Rf1+ Kb2 Re5 Nd2 Rc5 Nxf1 Rxc6 Rd1 Bxf1 Rd8#,A00,Hungarian Opening,1,480,Rapid,326
17340,False,68,mate,black,7+5,1885,1515,d4 g6 c4 Bg7 Nc3 Nc6 e4 Nxd4 Be3 c5 Nf3 Nxf3+ Qxf3 Bxc3+ bxc3 Qa5 Kd2 h5 Bd3 d6 Rhb1 Bg4 Qg3 f5 Rxb7 fxe4 Bxe4 Nf6 Bxg6+ Kd8 h3 Rg8 Bf7 Ne4+ Kd3 Nxg3 hxg4 Rxg4 fxg3 Rxg3 Rf1 Qxa2 Bd5 Ke8 Bf7+ Kf8 Bxh5+ Kg7 Rxe7+ Kh8 Rb7 Qxg2 Rff7 Rxe3+ Kxe3 Qg5+ Kd3 Qxh5 Kc2 Rg8 Rxa7 Rg2+ Kb3 Qd1+ Ka3 Qa1+ Kb3 Rb2#,A40,Modern Defense,2,620,Rapid,370
7398,False,119,draw,draw,30+0,1291,1500,e4 g6 Nc3 Nf6 d4 e6 Bc4 Bb4 Bf4 Bxc3+ bxc3 Nxe4 Qe2 Nxc3 Qd2 Qf6 Qxc3 Qxf4 Nh3 Qe4+ Be2 Qxg2 Rf1 Qxh2 O-O-O Qd6 Qb2 Nc6 Bf3 h5 Be2 e5 dxe5 Qxe5 Qb1 Qxe2 Rfe1 Qxe1 Rxe1+ Ne7 Qb4 d6 Qe4 O-O Qxe7 Bxh3 Qxc7 Rae8 Rh1 Rc8 Qxd6 Rfd8 Qh2 Bf5 Kb2 Rxc2+ Kb3 Rdd2 Qf4 Rxf2 Qd4 Rxa2 Qc3 Be6+ Kb4 Rfb2+ Kc5 b6+ Kd4 Bc8 Qxc8+ Kg7 Qc3 b5 Rc1 b4 Qd3 b3 Qc3 Rc2 Rxc2 bxc2 Kd3+ f6 Kd2 g5 Qb3 Ra6 Qxc2 g4 Qc4 g3 Qxa6 h4 Qxa7+ Kg6 Qg1 Kg5 Kd3 f5 Qg2 f4 Ke2 Kg4 Kf1 h3 Qg1 h2 Qh1 Kh3 Qg2+ Kh4 Qh1 f3 Qxf3 Kh3 Qg2+ Kg4 Qh1,B06,Modern Defense,2,1800,Classical,-209
6289,True,36,outoftime,black,2+10,1500,1707,d4 Nf6 e3 e6 Nf3 c5 Bc4 b6 b3 Bb7 Nc3 a6 O-O Be7 d5 exd5 Bxd5 Nxd5 Nxd5 Nc6 Ba3 O-O b4 cxb4 Bb2 a5 Bd4 Bc5 Ne5 Nxd4 exd4 Bxd5 dxc5 Bxg2 cxb6 Qg5,A46,Yusupov-Rubinstein System,5,520,Rapid,-207
735,True,24,resign,black,10+0,1375,1334,e4 e5 d4 exd4 Qxd4 Nc6 Qd1 Nf6 Nc3 Bb4 Bg5 O-O a3 Bxc3+ bxc3 h6 Bxf6 Qxf6 Nf3 Qxc3+ Qd2 Qxa1+ Ke2 Qxa3,C22,Center Game: Normal Variation,6,600,Rapid,41
5773,False,11,mate,white,45+0,2048,1500,e4 d6 Nf3 g5 Nxg5 Bg4 Be2 Bd7 Bh5 Nf6 Bxf7#,B07,Pirc Defense #4,2,2700,Classical,548
16455,True,68,mate,black,10+0,1604,1824,d4 g6 e4 d6 Nf3 Bg7 Nc3 Nf6 Bc4 O-O O-O a6 Re1 b5 Bd3 e6 e5 dxe5 dxe5 Nfd7 Be4 c6 Qd6 Bb7 Bg5 Qc8 Be7 Re8 Rad1 Nxe5 Nxe5 Bxe5 Qxe5 Rxe7 Qf6 Rd7 Rc1 c5 Bxb7 Qxb7 Ne4 Nc6 Nxc5 Qc8 Nxd7 Qxd7 Rcd1 Qc7 Rd2 Nb4 Red1 Nd5 Qf3 Rd8 Rxd5 Rxd5 Rxd5 exd5 Qxd5 Qxc2 Qd8+ Kg7 Qd4+ f6 Qd7+ Kh6 Qf5 Qd1#,B08,Pirc Defense: Classical Variation,8,600,Rapid,-220
1973,True,69,mate,white,3+12,1733,1199,d4 d6 c4 e6 e4 Bd7 Nf3 Be7 Nc3 Nc6 g3 Nf6 Bg2 O-O O-O Rb8 d5 Na5 Nd2 Nxc4 Nxc4 exd5 Nxd5 Be6 Nxe7+ Qxe7 b3 Qd8 e5 dxe5 Nxe5 g5 Bxg5 h6 Bxh6 Qc8 Bxf8 Qxf8 Rc1 Qc8 Re1 Qd8 Qxd8+ Rxd8 Rcd1 Rf8 Bxb7 Nh7 Nd7 Rd8 Nf6+ Kh8 Rxd8+ Kg7 Nxh7 Kxh7 Bd5 Bxd5 Rxd5 f6 Rd7+ Kg8 Rxc7 Kf8 Rxa7 f5 Re5 Kg8 Re8#,A41,Old Indian Defense,3,660,Rapid,534
9321,True,69,resign,white,20+0,1479,1334,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 a3 O-O b4 Be7 b5 Nd4 Nxe5 Bc5 Nd5 Nxe4 d3 d6 Nf3 Re8 O-O Bf5 dxe4 Bxe4 Nxd4 c6 bxc6 bxc6 Nxc6 Qh4 Nc7 g6 Nxe8 Rxe8 Nb4 Re5 Nc6 Rg5 Bxg5 Qxg5 g3 Qf6 Bd3 Bxc6 Rb1 Kg7 Bb5 Be4 Bd7 Qe7 Bg4 Qg5 Bf3 Bf5 Rb7 Qf6 g4 Be6 h4 Qxh4 Bd5 Bxg4 Rxf7+ Kh6 Qd2+ g5 Qd3,C50,Four Knights Game: Italian Variation,8,1200,Rapid,145
2641,True,76,mate,black,15+15,1299,1369,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Bd3 O-O Nge2 e5 dxe5 dxe5 Bg5 h6 Bh4 Nc6 O-O Bg4 h3 Bxe2 Qxe2 Nd4 Qd1 g5 Bg3 Nd7 Nd5 Nb6 Nxb6 axb6 c5 bxc5 Bc4 c6 Qh5 Qd7 f4 exf4 Bf2 b5 Bd3 c4 Be2 Nxe2+ Qxe2 Rae8 Rad1 Qc8 Bc5 f5 Bxf8 Kxf8 Qh5 fxe4 g3 e3 gxf4 gxf4 Rxf4+ Kg8 Qf7+ Kh8 Rg4 Rg8 Rd6 e2 Re4 Qxh3 Rg6 Bd4+ Rxd4 e1=Q+ Qf1 Qexf1#,E77,King's Indian Defense: Six Pawns Attack,8,1500,Classical,-70
5258,True,45,resign,white,10+0,1645,1686,d4 Nf6 c4 e6 Nc3 b6 e4 Bb4 Qc2 Nxe4 Qxe4 Nc6 Nf3 Bb7 Be2 O-O Ng5 g6 Nf3 Be7 Bh6 Na5 Qg4 d5 Bxf8 Bxf8 O-O dxc4 Rfd1 Bd5 Ne5 Bg7 Bf3 Bxf3 Qxf3 Qe8 Nxf7 Qxf7 Qxa8+ Bf8 Qxa7 Nc6 Qa4 Ne7 Qxc4,E20,Nimzo-Indian Defense #2,5,600,Rapid,-41
14800,False,46,resign,black,5+5,1365,1902,e4 e5 Bc4 Nc6 Nf3 h6 O-O Bc5 b4 Bxb4 c3 Bc5 d4 exd4 cxd4 Bb4 d5 Na5 Be2 d6 a3 Bc5 Nc3 c6 dxc6 Nxc6 Nd5 Nf6 Bb5 Bd7 a4 a5 Bf4 Bg4 Bxc6+ bxc6 Nxf6+ Qxf6 Bxd6 Qxd6 e5 Qxd1 Raxd1 Bxf3 Rd3 Be2,C55,Italian Game: Anti-Fried Liver Defense,6,500,Rapid,-537
4393,False,38,mate,black,25+0,1151,2135,h4 d5 a4 e5 e4 dxe4 Qe2 Nc6 c4 Nf6 c5 Nd4 Qxe4 Nxe4 Nc3 Nxc3 bxc3 Nc2+ Ke2 Nxa1 c4 Qd4 Nf3 Qe4+ Kd1 Qc2+ Ke1 Qxc1+ Ke2 Bg4 g3 O-O-O Ke3 Qd1 Be2 Nc2+ Ke4 Qxe2#,A00,Kadas Opening,1,1500,Classical,-984
720,True,32,resign,black,10+0,1448,1436,d4 d5 c4 Bf5 Nf3 e6 e3 Nc6 cxd5 Qxd5 Bd3 Bb4+ Nc3 Bxc3+ bxc3 Bg6 c4 Qa5+ Bd2 Qa3 Bc1 Qd6 O-O Nf6 c5 Qd5 Re1 Nb4 Ba3 Nxd3 Qxd3 Bxd3,D02,Queen's Gambit Refused: Baltic Defense,4,600,Rapid,12
4170,True,96,draw,draw,20+30,1431,1585,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nxc6 dxc6 Qxd8+ Kxd8 Bg5 Be7 Nc3 h6 O-O-O+ Ke8 Bxf6 Bxf6 Kb1 Be6 Rd2 Rd8 Rxd8+ Kxd8 Be2 Kc8 f4 g6 e5 Bg7 Ne4 g5 Nc5 gxf4 Nxe6 fxe6 Bg4 Re8 Re1 c5 Bh5 Re7 g3 fxg3 hxg3 Kd7 Rd1+ Kc6 Bf3+ Kb6 Rd3 c4 Rd4 Kc5 c3 Bxe5 b4+ Kb5 a4+ Kxa4 Rxc4 b5 Bd1+ Ka3 Rc6 Bxc3 Rxc3+ Kxb4 Kb2 Rd7 Rb3+ Kc5 Rc3+ Kb6 Bg4 Rd6 Rb3 a5 Rf3 e5 Re3 b4 Rxe5 Rd3 Re6+ Kc5 Rxh6 Rxg3 Rh5+ Kb6 Rh6+ c6 Bd7 Rc3,C45,Scotch Game: Schmidt Variation,8,2400,Classical,-154
5571,False,59,mate,white,8+3,1474,1500,e4 Nc6 d4 d6 Nf3 e5 d5 f6 dxc6 a5 Bb5 h5 cxb7+ Bd7 Bxd7+ Qxd7 bxa8=Q+ Qd8 Qxd8+ Kxd8 Qd5 Ne7 Qa8+ Nc8 Nc3 c6 Qxc6 d5 Nxd5 Bd6 Be3 Re8 Bb6+ Nxb6 Qxb6+ Kd7 O-O-O Ke6 Nc7+ Kd7 Qxd6+ Kc8 Qd7+ Kb7 Nd5+ Ka8 Nb6+ Kb8 Qxe8+ Ka7 Nc8+ Ka8 Qc6+ Kb8 Rd8 f5 Nb6+ Ka7 Ra8#,B00,Nimzowitsch Defense: Mikenas Variation,4,600,Rapid,-26
19296,True,84,mate,black,10+0,1129,1135,e4 e5 Qh5 Qe7 Nf3 d6 Qg5 Qxg5 Nxg5 Be7 d3 Nc6 Na3 Nf6 h3 O-O Be2 Nd8 Bd2 Ne6 h4 Nxg5 Bxg5 b6 Nb5 Rb8 Nxc7 Bd8 Nd5 Nxd5 exd5 Bxg5 hxg5 Bf5 O-O-O e4 Rh3 Bxh3 gxh3 Rfe8 Bh5 exd3 Rxd3 Re1+ Kd2 Rbe8 Kc3 g6 Bg4 Rc8+ Kb3 Rce8 h4 h5 gxh6 Kh7 Bd7 Rd8 Bg4 Kxh6 Rh3 g5 hxg5+ Kxg5 Rh5+ Kxg4 Rh7 Rd7 c4 Re2 Rg7+ Kf3 Kb4 Rxb2+ Kc3 Rxf2 Kb4 a6 a3 Rb2+ Ka4 Rc7 Rh7 Rxc4#,C20,King's Pawn Game: Wayward Queen Attack,3,600,Rapid,-6
4463,True,118,mate,black,10+0,1453,1380,e4 e5 Nf3 Nc6 Nc3 d6 Bc4 h6 d3 Be7 Be3 Nf6 O-O Bg4 h3 Bh5 a4 Na5 Ba2 c6 b4 d5 exd5 cxd5 bxa5 d4 Bxd4 exd4 Ne4 O-O Nxf6+ Bxf6 g4 Bg6 Re1 Re8 Rxe8+ Qxe8 Qd2 Qe7 Re1 Qd7 Qb4 Re8 Rxe8+ Qxe8 Kf1 Be7 Qxd4 a6 Qd5 Qxa4 Qxb7 Qxa2 Qxe7 Qxc2 Qe8+ Kh7 Ne5 Bxd3+ Nxd3 Qxd3+ Kg2 Qd5+ f3 Qxa5 Qxf7 Qg5 Kg3 Qf6 Qa2 Kg6 Qc2+ Kf7 Qc4+ Qe6 Qc7+ Kf6 Qc3+ Qe5+ Qxe5+ Kxe5 f4+ Kf6 Kh4 a5 g5+ hxg5+ fxg5+ Kg6 Kg4 a4 h4 a3 h5+ Kf7 g6+ Kg8 Kg5 a2 h6 gxh6+ Kxh6 a1=Q g7 Qxg7+ Kh5 Kf7 Kh4 Kf6 Kh3 Qg1 Kh4 Kf5 Kh3 Kf4 Kh4 Qg4#,C46,Three Knights Opening,5,600,Rapid,73
426,True,41,mate,white,5+8,1353,1595,c4 c6 e4 e6 Nf3 d5 cxd5 cxd5 e5 Nc6 d4 Qb6 Be3 Nge7 b3 Nf5 Bg5 Bb4+ Nfd2 Ncxd4 a3 Bxd2+ Nxd2 Bd7 Bd3 O-O O-O h6 Bf6 Kh7 Nf3 gxf6 exf6 Bb5 Ng5+ hxg5 Qh5+ Kg8 Qxg5+ Kh7 Qg7#,B10,Caro-Kann Defense: Accelerated Panov Attack,3,620,Rapid,-242
12171,True,72,resign,black,10+0,1629,1921,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Nc6 Nb3 Bg7 Nc3 d6 Be2 Nf6 Bg5 O-O Qd2 a6 Bh6 b5 Bxg7 Kxg7 f3 Ne5 Nd5 Nxd5 Qxd5 Be6 Qd2 Qc7 O-O Nc4 Bxc4 Bxc4 Rf2 a5 Nd4 e5 Ne2 b4 Rd1 Ra6 b3 Be6 Kh1 Rc6 Rc1 Rc8 f4 Rxc2 Rxc2 Qxc2 Qxc2 Rxc2 fxe5 dxe5 h3 Rxa2 Kg1 Bxb3 Ng3 Rxf2 Kxf2 a4 Ne2 a3 Nc1 Bc2 Ke2 b3 Kd2 a2,B36,Sicilian Defense: Accelerated Dragon,8,600,Rapid,-292
13553,True,15,resign,white,10+0,2187,2111,e4 c6 Ne2 d5 e5 c5 Ng3 Nc6 f4 g6 Nc3 h5 Bb5 Qb6 Nxd5,B10,Caro-Kann Defense,2,600,Rapid,76
5738,True,43,mate,white,20+4,1500,1332,e4 e5 Nf3 d6 Bc4 Be6 d3 Bxc4 dxc4 c5 Nc3 Nf6 Bg5 h6 Bh4 g5 Bg3 Nc6 O-O Nd4 Nxd4 exd4 Nd5 Nxe4 Re1 f5 Qh5+ Kd7 Qf7+ Be7 Qxf5+ Kc6 Rxe4 Qd7 Qxd7+ Kxd7 Rxe7+ Kc6 Rae1 Rhf8 R1e6 b5 Rxd6#,C41,Philidor Defense #3,5,1360,Rapid,168
18541,True,53,resign,black,8+8,1614,1694,e4 Nf6 Nc3 e6 e5 Nd5 Nxd5 exd5 d4 d6 Nf3 dxe5 Nxe5 Bd6 Qe2 O-O h3 Re8 Qh5 g6 Qg5 f6 Qh6 fxe5 dxe5 Rxe5+ Be3 d4 Bd3 dxe3 fxe3 Rh5 Bc4+ Kh8 Qxh5 gxh5 O-O Qh4 b3 Qg3 Rf8+ Bxf8 Rf1 Bd6 Rf3 Qh2+ Kf2 Bxh3 Ke1 Qxg2 Rf2 Bg3 Kd1,B02,Alekhine Defense,2,800,Rapid,-80
5027,True,46,resign,black,18+0,1248,1417,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Bxd5 Qxd5 Nc3 Qxg2 Rf1 Qxg5 Nd5 Bd6 d4 Qf5 Ne3 Qe6 d5 Qd7 dxc6 Qxc6 Bd2 O-O Qe2 f5 O-O-O f4 Ng4 Bxg4 Qxg4 a6 Qe6+ Kh8 Bc3 Rae8 Qb3 b5 h4 Qb6 Bb4 Bxb4,C57,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,8,1080,Rapid,-169
6421,True,76,mate,black,5+10,1445,1210,f4 d5 d4 Bf5 Nc3 Nf6 Nf3 h6 b4 e6 Rb1 a6 a4 Qd7 Ne5 Qc8 h4 Bd6 e3 O-O Bd3 Be4 Bxe4 Nxe4 Nxe4 dxe4 c4 Qe8 g4 Bxe5 fxe5 Nd7 Rf1 c6 Qe2 f6 exf6 Rxf6 Rf4 Qe7 Rxe4 Raf8 Kd2 Rf2 Kd1 Rxe2 Kxe2 Qxh4 Kd3 Rf1 Rxe6 Qe1 Re8+ Kh7 Rb2 Qxc1 Rg2 Qb1+ Kc3 Rc1+ Kd2 Qb2+ Kd3 Qxg2 e4 Qxg4 c5 Qf3+ Kd2 Rg1 Re6 Rg2+ Ke1 Qe3+ Kf1 Qg1#,A03,Bird Opening: Dutch Variation,2,700,Rapid,235
17809,False,20,resign,black,10+0,1190,1257,e4 Nc6 Nf3 e5 c3 Bc5 Qa4 d6 d4 exd4 cxd4 Bb6 Nc3 Bd7 Bb5 a6 Bc4 Nxd4 Nxd4 Bxa4,C44,Ponziani Opening,5,600,Rapid,-67
10993,False,42,resign,black,8+0,1534,1755,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 d3 d6 h3 Bd7 Bd2 h6 Qe2 Nd4 Nxd4 Bxd4 O-O-O c6 Kb1 b5 Bb3 a5 f4 a4 Bxf7+ Kxf7 f5 b4 g4 bxc3 Bxc3 Bxc3 bxc3 Qb6+ Ka1 a3 Rdb1 Qa5 h4 Qxc3+,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9,480,Rapid,-221
2552,False,56,mate,black,15+0,1309,1730,e4 e5 Nc3 c6 Nf3 d5 exd5 cxd5 d3 d4 Na4 Qa5+ Bd2 Qxa4 b3 Qd7 Be2 Qg4 h3 Qxg2 Rf1 Qxh3 Ng1 Qg2 Bf3 Qh2 Qe2 Bh3 O-O-O Bxf1 Rxf1 Ba3+ Kb1 Ne7 Re1 Nbc6 Rf1 O-O Be4 Nb4 Bxb4 Bxb4 Nf3 Qh5 Qd1 Rac8 Rh1 Qg4 Nxe5 Qf4 Qc1 Qxf2 Qf1 Qxc2+ Ka1 Bc3#,C27,Vienna Game,3,900,Rapid,-421
4199,True,31,mate,white,10+0,1828,1500,e4 e5 Nf3 d6 d4 exd4 Nxd4 b6 Bb5+ Bd7 O-O a6 Bxd7+ Qxd7 Nc3 c5 Nf5 g6 Ng3 Nf6 Bg5 Ng4 Nd5 Bg7 Nxb6 Qb7 Nxa8 Qxa8 Qxg4 Bxb2 Qc8#,C41,Philidor Defense: Exchange Variation #2,7,600,Rapid,328
17258,True,110,resign,black,10+2,1724,1544,d4 d5 Nf3 c5 e3 a6 c3 Bf5 Qb3 b5 dxc5 e6 Nd4 Bg6 c6 Qc7 Nd2 Nxc6 Nxc6 Qxc6 Nf3 Nf6 Ne5 Qd6 Nxg6 hxg6 h3 Ne4 Be2 Be7 O-O Bh4 Bf3 f5 Bxe4 fxe4 f4 O-O Bd2 e5 Rad1 Rad8 Be1 g5 Bxh4 exf4 Bxg5 fxe3 Bxd8 e2 Rxf8+ Kxf8 Re1 Qc5+ Kh1 Qf2 Qb4+ Kg8 c4 Qf1+ Rxf1 exf1=Q+ Kh2 Qf4+ Kg1 Qe3+ Kh1 dxc4 Bc7 Qc1+ Kh2 e3 Bg3 Qd2 Qe7 e2 Qe5 Kh8 Qe8+ Kh7 Qe4+ Kg8 Qb1 c3 Be1 Qf4+ Kh1 Qf1+ Kh2 cxb2 a3 Qf4+ Bg3 Qc1 Qa2+ Kh8 Qe6 b1=Q Qe8+ Kh7 Qh5+ Qh6 Qxe2 Qhg6 Qf3 Qb2 Qb7 Qxa3 Qf3 b4,D02,Queen's Pawn Game: Krause Variation,4,680,Rapid,180
9734,True,19,resign,white,6+6,1298,1092,e4 e5 Nf3 Nf6 Nc3 a6 d4 c6 dxe5 Nxe4 Nxe4 g6 Bc4 c5 Nfg5 Nc6 Nxf7 Bg7 Nxd8,C42,Russian Game: Three Knights Game,5,600,Rapid,206
2284,True,78,resign,black,10+0,1810,1974,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bc4 e6 Bg5 Be7 a3 Qc7 Bb3 O-O O-O b5 Qf3 Bb7 h3 Nc6 Qe3 Nxd4 Qxd4 Qc5 Qxc5 dxc5 f3 h6 Bf4 c4 Ba2 Bc5+ Kh2 Rad8 Rad1 Bb6 b4 Nh5 Bc1 Bc7+ f4 g5 g3 gxf4 Bxf4 Nxf4 gxf4 Rxd1 Nxd1 Bxe4 c3 Bd3 Rf3 Kh7 Nf2 Be2 Bb1+ f5 Kg2 Bxf3+ Kxf3 Rg8 Bc2 Rg1 Bd1 h5 h4 Bd8 Be2 Bxh4 Nh3 Rg3+ Kf2 Rxh3+,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11,600,Rapid,-164
7959,True,70,resign,black,10+0,1478,1495,d4 c5 e3 cxd4 exd4 Nf6 Nf3 Qa5+ Bd2 Qb6 Bd3 Qxb2 Nc3 e6 O-O Bb4 Qe1 Bxc3 Bxc3 Qb6 Ne5 O-O Rb1 Qc7 f4 Nd5 Bd2 f6 Nf3 Nxf4 Bxf4 Qxf4 Nd2 Qxd4+ Rf2 Nc6 Nb3 Qd6 Rd1 Qa3 Nc1 a5 Rf3 Qc5+ Kh1 Nd4 Rg3 Nxc2 Qd2 Nd4 Bxh7+ Kxh7 Qxd4 Qxd4 Rxd4 b5 Nd3 d5 Nc5 b4 Re3 Re8 Rd2 Ba6 Nxa6 Rxa6 Rdd3 Rc6 Re2 Rc1+,A43,Old Benoni Defense,2,600,Rapid,-17
8545,True,56,mate,black,15+0,1735,1794,d4 Nf6 c4 c5 d5 e5 dxe6 fxe6 Bg5 Be7 Bxf6 Bxf6 Nc3 Qa5 Rc1 Bxc3+ Rxc3 Qxa2 Qd6 Qb1+ Qd1 Qxb2 Rc2 Qb4+ Qd2 Nc6 Nf3 Qxd2+ Rxd2 O-O e3 b6 Bd3 Bb7 O-O Nb4 Be2 d5 Ne5 Rad8 Rfd1 Nc6 Nxc6 Bxc6 Ra2 Rf7 Bg4 e5 Be6 Rd7 cxd5 Kf8 Bxf7 Kxf7 dxc6 Rxd1#,A56,Benoni Defense: Czech Benoni Defense,6,900,Rapid,-59
420,True,21,resign,white,10+0,1547,1563,e4 Nf6 Nc3 d5 exd5 Nxd5 Nxd5 Qxd5 Qf3 e6 Qxd5 exd5 Nf3 Nc6 Bb5 Bd7 O-O Be7 Re1 a6 Bxc6,B02,Alekhine Defense: Scandinavian Variation,4,600,Rapid,-16
284,True,21,mate,white,10+0,1470,1475,e4 e5 Nf3 f6 Nxe5 fxe5 Qh5+ Ke7 Qxe5+ Kf7 Bc4+ Kg6 Qf5+ Kh6 d4+ g5 h4 d5 Bxg5+ Qxg5 Qxg5#,C40,King's Pawn Game: Damiano Defense,4,600,Rapid,-5
6288,True,60,mate,black,9+17,1340,1366,d4 d5 e3 Nc6 Qf3 Nf6 Nh3 Bxh3 Qxh3 Qd7 Bb5 e6 Nc3 a6 Bxc6 Qxc6 Qh4 Be7 O-O Ne4 Qf4 Nxc3 bxc3 Qxc3 Rb1 b5 Bb2 Bd6 Bxc3 Bxf4 exf4 O-O Ba5 c6 Rbe1 Rac8 Re3 Rfe8 Rf3 c5 dxc5 Rxc5 f5 e5 Rc1 f6 Bb6 Rc4 Rg3 Rf4 Rf3 Ra4 Ra1 Rc8 Rd1 Rxa2 Rxd5 Ra1+ Rd1 Rxd1#,D00,Queen's Pawn Game #2,3,1220,Rapid,-26
